sl_no,well_id,state,district,block,location,latitude,longitude,year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U,Fe,As,source_year,source_file,state_source,synthetic_id,TDS_source,wqi,wqi_category,risk_level,risk_band,risk_basis,eclipsed,wqi_n_params,wqi_confidence,dominant_driver,n_exceedances,permissible_breaches
21,W251045079470001,Andaman & Nicobar Islands,N&M Andaman,KABRAI,Srinagar,13.13944,92.86806,2021,7.38,387.0,0.0,195.0,21.0,2.0,1.0,,115.0,32.0,9.0,44.0,3.0,0.31,,231.0,0.0,,,2021,cgwb_2019.pdf,reported,False,measured,22.09,Excellent,Low,Low,wqi_band,False,7,High,TDS,0,0
22,W131024092555501,Andaman & Nicobar Islands,N&M Andaman,DIGLIPUR,Nabagram,13.15472,92.94833,2021,7.31,278.0,0.0,177.0,21.0,1.0,3.0,,145.0,14.0,27.0,9.0,1.0,0.43,,185.0,0.8,,,2021,cgwb_2019.pdf,reported,False,measured,24.12,Excellent,Low,Low,wqi_band,False,7,High,F,0,0
24,W131708093001101,Andaman & Nicobar Islands,N&M Andaman,DIGLIPUR,Laxmipur,13.27583,92.96667,2021,7.29,360.0,0.0,134.0,21.0,38.0,2.0,,120.0,28.0,12.0,32.0,5.0,0.54,,221.0,0.7,,,2021,cgwb_2019.pdf,reported,False,measured,28.43,Excellent,Low,Low,wqi_band,False,7,High,F,0,0
9670A&N,SYN|Andaman & Nicobar Islands|Neil Island|Laxamanpur|11.832|93.017,Andaman & Nicobar Islands,Neil Island,,Laxamanpur,11.8319,93.0169,2019,7.48,1487.0,0.0,397.0,174.0,148.0,8.0,,340.0,100.0,22.0,121.0,13.7,0.14,,952.0,,,,2019,cgwb_2019.pdf,reported,True,measured,70.12,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
1401A&N,W114953093010801,Andaman & Nicobar Islands,Neil Island,,Pearl Park Resort,11.8458,92.015,2019,7.33,967.0,0.0,317.0,89.0,92.0,2.0,,350.0,94.0,28.0,72.0,5.3,0.15,,619.0,,,,2019,cgwb_2019.pdf,reported,False,measured,48.93,Excellent,Low,Low,wqi_band,False,7,High,TDS,2,0
1374A&N,W291530078553001,Andaman & Nicobar Islands,Neil Island,,Bharatpur,11.83,93.0381,2019,7.25,728.0,0.0,366.0,92.0,8.0,0.0,,145.0,50.0,5.0,99.0,7.4,0.07,,466.0,,,,2019,cgwb_2019.pdf,reported,False,measured,27.62,Excellent,Low,Low,wqi_band,False,7,High,TDS,0,0
5832,SYN|Andaman & Nicobar Islands|Neil Island|Neil Kendra|11.831|93.029,Andaman & Nicobar Islands,Neil Island,,Neil Kendra,11.83056,93.02861,2021,7.61,394.0,0.0,195.0,21.0,6.0,5.0,,155.0,58.0,2.0,16.0,1.0,0.51,,246.0,8.8,,,2021,cgwb_2019.pdf,reported,True,measured,31.93,Excellent,Low,Low,wqi_band,False,7,High,F,0,0
66,W114953093010801,Andaman & Nicobar Islands,Neil Island,PORT BLAIR,Pearl Park Resort,11.84583,92.015,2021,7.55,673.0,0.0,293.0,74.0,21.0,1.0,,240.0,64.0,19.0,49.0,2.0,0.08,,436.0,0.3,,,2021,cgwb_2019.pdf,reported,False,measured,33.98,Excellent,Low,Low,wqi_band,False,7,High,TDS,1,0
36,SYN|Andaman & Nicobar Islands|Neil Island|Bharatpur|11.836|93.044,Andaman & Nicobar Islands,Neil Island,,Bharatpur,11.83611,93.04444,2021,7.46,746.0,0.0,409.0,43.0,11.0,1.0,,300.0,64.0,34.0,40.0,3.0,0.25,,446.0,0.3,,,2021,cgwb_2019.pdf,reported,True,measured,36.64,Excellent,Low,Low,wqi_band,False,7,High,TDS,1,0
38,W114955093010201,Andaman & Nicobar Islands,Neil Island,PORT BLAIR,Laxmanpur,11.83194,93.01694,2021,7.59,953.0,0.0,415.0,78.0,24.0,2.0,,295.0,44.0,45.0,60.0,5.0,0.26,,511.0,1.7,,,2021,cgwb_2019.pdf,reported,False,measured,42.78,Excellent,Low,Low,wqi_band,False,7,High,TDS,2,0
15,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Long Island|12.364|92.924,Andaman & Nicobar Islands,North & Middle Andaman,,Long Island,12.3644,92.9237,2023,8.15,353.0,0.0,159.0,14.0,30.0,0.0,0.09,165.0,12.0,,,9.0,0.0,,225.9,,0.22,,2023,cgwb_2019.pdf,reported,True,derived,27.01,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
31,SYN|Andaman & Nicobar Islands|North & Middle Andaman|South Creek |12.187|92.792,Andaman & Nicobar Islands,North & Middle Andaman,,South Creek (Sundergarh),12.1869,92.7919,2023,8.02,406.0,0.0,140.0,50.0,31.0,3.0,0.06,175.0,18.0,,,20.0,0.08,,259.8,,0.0,,2023,cgwb_2019.pdf,reported,True,derived,31.49,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
1,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Bakultala|12.504|92.858,Andaman & Nicobar Islands,North & Middle Andaman,,Bakultala,12.5043,92.8577,2023,7.96,395.0,0.0,171.0,14.0,28.0,8.0,0.04,160.0,12.0,,,18.0,0.18,,252.8,,0.53,,2023,cgwb_2019.pdf,reported,True,derived,32.22,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
2,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Baratang (Ni|12.168|92.767,Andaman & Nicobar Islands,North & Middle Andaman,,Baratang (Nilambur),12.1683,92.767,2023,8.19,473.0,0.0,31.0,96.0,50.0,10.0,0.03,135.0,26.0,,,39.0,0.0,,302.7,,0.0,,2023,cgwb_2019.pdf,reported,True,derived,37.81,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
3,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Basantipur|12.758|92.874,Andaman & Nicobar Islands,North & Middle Andaman,,Basantipur,12.7579,92.8737,2023,8.19,556.0,0.0,220.0,28.0,51.0,1.0,0.05,230.0,38.0,,,22.0,0.0,,355.8,,0.22,,2023,cgwb_2019.pdf,reported,True,derived,36.25,Excellent,Low,Low,wqi_band,False,7,High,pH,1,0
4,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Betapur|12.619|92.943,Andaman & Nicobar Islands,North & Middle Andaman,,Betapur,12.6191,92.9434,2023,8.07,487.0,0.0,214.0,57.0,0.0,2.0,0.08,95.0,18.0,,,68.0,0.16,,311.7,,0.04,,2023,cgwb_2019.pdf,reported,True,derived,29.64,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
5,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Dhobidera (M|12.910|92.899,Andaman & Nicobar Islands,North & Middle Andaman,,Dhobidera (Mayabunder),12.9099,92.8992,2023,8.02,567.0,0.0,232.0,39.0,29.0,11.0,0.04,230.0,28.0,,,31.0,0.13,,362.9,,0.22,,2023,cgwb_2019.pdf,reported,True,derived,40.16,Excellent,Low,Low,wqi_band,False,7,High,TDS,1,0
6,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Durgapur|13.277|93.024,Andaman & Nicobar Islands,North & Middle Andaman,,Durgapur,13.2765,93.0236,2023,8.2,526.0,0.0,232.0,25.0,28.0,0.0,0.09,160.0,34.0,,,43.0,0.38,,336.6,,1.14,,2023,cgwb_2019.pdf,reported,True,derived,37.97,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
7,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Haribay|13.002|92.844,Andaman & Nicobar Islands,North & Middle Andaman,,Haribay,13.0023,92.8442,2023,8.15,233.0,0.0,92.0,25.0,12.0,3.0,0.08,70.0,24.0,,,25.0,0.0,,149.1,,0.26,,2023,cgwb_2019.pdf,reported,True,derived,21.6,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
8,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Joypur|12.698|92.881,Andaman & Nicobar Islands,North & Middle Andaman,,Joypur,12.6982,92.8809,2023,8.13,457.0,0.0,201.0,32.0,26.0,1.0,0.1,220.0,14.0,,,12.0,0.12,,292.5,,0.0,,2023,cgwb_2019.pdf,reported,True,derived,33.96,Excellent,Low,Low,wqi_band,False,7,High,pH,1,0
9,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Kadamtala|12.349|92.775,Andaman & Nicobar Islands,North & Middle Andaman,,Kadamtala,12.3488,92.775,2023,8.09,413.0,0.0,214.0,25.0,8.0,2.0,0.07,180.0,34.0,,,13.0,0.0,,264.3,,0.13,,2023,cgwb_2019.pdf,reported,True,derived,27.79,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
10,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Kausalyanaga|12.528|92.819,Andaman & Nicobar Islands,North & Middle Andaman,,Kausalyanagar,12.5284,92.8189,2023,8.08,276.0,0.0,122.0,21.0,13.0,4.0,0.02,95.0,24.0,,,23.0,0.0,,176.6,,0.26,,2023,cgwb_2019.pdf,reported,True,derived,22.96,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
11,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Keralapuram|13.259|93.013,Andaman & Nicobar Islands,North & Middle Andaman,,Keralapuram,13.2588,93.0135,2023,8.18,271.0,0.0,98.0,28.0,15.0,2.0,0.03,105.0,8.0,,,15.0,0.0,,173.4,,0.09,,2023,cgwb_2019.pdf,reported,True,derived,23.86,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
12,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Kishorinagar|13.163|92.884,Andaman & Nicobar Islands,North & Middle Andaman,,Kishorinagar (Parangara),13.163,92.8839,2023,8.25,72.0,0.0,31.0,7.0,1.0,1.0,0.0,30.0,6.0,,,3.0,0.03,,46.1,,0.0,,2023,cgwb_2019.pdf,reported,True,derived,16.17,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
13,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Laxmipur|13.287|92.964,Andaman & Nicobar Islands,North & Middle Andaman,,Laxmipur,13.2873,92.964,2023,8.12,1081.0,0.0,98.0,163.0,186.0,0.0,0.01,255.0,12.0,,,113.0,0.69,,691.8,,1.89,,2023,cgwb_2019.pdf,reported,True,derived,74.8,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
14,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Long Island|12.365|92.925,Andaman & Nicobar Islands,North & Middle Andaman,,Long Island,12.3653,92.9248,2023,8.14,315.0,0.0,128.0,28.0,12.0,2.0,0.03,130.0,32.0,,,11.0,0.0,,201.6,,0.09,,2023,cgwb_2019.pdf,reported,True,derived,25.0,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
16,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Long Island |12.367|92.923,Andaman & Nicobar Islands,North & Middle Andaman,,Long Island (Forest Area),12.3667,92.9231,2023,8.17,628.0,0.0,342.0,28.0,10.0,3.0,0.01,320.0,14.0,,,7.0,0.0,,401.9,,0.0,,2023,cgwb_2019.pdf,reported,True,derived,38.54,Excellent,Low,Low,wqi_band,False,7,High,TDS,1,0
17,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Long Island |12.367|92.918,Andaman & Nicobar Islands,North & Middle Andaman,,Long Island (Sec. School),12.3671,92.9176,2023,8.13,342.0,0.0,177.0,18.0,7.0,0.0,0.0,140.0,24.0,,,12.0,0.03,,218.9,,0.0,,2023,cgwb_2019.pdf,reported,True,derived,24.71,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
18,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Milangram|13.315|92.943,Andaman & Nicobar Islands,North & Middle Andaman,,Milangram,13.3148,92.9431,2023,8.16,247.0,0.0,79.0,39.0,11.0,1.0,0.08,80.0,14.0,,,20.0,0.02,,158.1,,0.0,,2023,cgwb_2019.pdf,reported,True,derived,22.43,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
19,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Mohanpur|12.955|92.836,Andaman & Nicobar Islands,North & Middle Andaman,,Mohanpur,12.9546,92.8357,2023,7.91,416.0,0.0,201.0,21.0,2.0,20.0,0.01,190.0,34.0,,,13.0,0.11,,266.2,,6.97,,2023,cgwb_2019.pdf,reported,True,derived,35.26,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
20,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Nabagram|13.155|92.949,Andaman & Nicobar Islands,North & Middle Andaman,,Nabagram,13.1555,92.9491,2023,8.21,298.0,0.0,116.0,35.0,0.0,2.0,0.09,95.0,24.0,,,25.0,0.0,,190.7,,0.22,,2023,cgwb_2019.pdf,reported,True,derived,23.5,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
21,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Nimbutala|12.495|92.954,Andaman & Nicobar Islands,North & Middle Andaman,,Nimbutala,12.4946,92.9542,2023,8.01,427.0,0.0,195.0,35.0,13.0,11.0,0.01,200.0,16.0,,,11.0,0.42,,273.3,,5.44,,2023,cgwb_2019.pdf,reported,True,derived,40.3,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
22,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Padmanavapur|12.606|92.949,Andaman & Nicobar Islands,North & Middle Andaman,,Padmanavapuram,12.6063,92.9493,2023,7.91,294.0,0.0,98.0,21.0,25.0,26.0,0.03,70.0,26.0,,,37.0,0.27,,188.2,,0.18,,2023,cgwb_2019.pdf,reported,True,derived,35.64,Excellent,Low,Low,wqi_band,False,7,High,NO3,0,0
23,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Pahalgaon|12.839|92.853,Andaman & Nicobar Islands,North & Middle Andaman,,Pahalgaon,12.8393,92.8532,2023,8.03,405.0,0.0,183.0,35.0,11.0,6.0,0.1,190.0,12.0,,,12.0,0.11,,259.2,,0.04,,2023,cgwb_2019.pdf,reported,True,derived,31.77,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
24,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Parnashala|12.524|92.904,Andaman & Nicobar Islands,North & Middle Andaman,,Parnashala,12.5244,92.9043,2023,8.08,703.0,0.0,232.0,103.0,8.0,3.0,0.1,230.0,22.0,,,60.0,0.0,,449.9,,0.18,,2023,cgwb_2019.pdf,reported,True,derived,38.92,Excellent,Low,Low,wqi_band,False,7,High,TDS,1,0
25,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Phooltala Ba|12.412|92.763,Andaman & Nicobar Islands,North & Middle Andaman,,Phooltala Basti,12.4118,92.7629,2023,8.22,541.0,0.0,201.0,28.0,37.0,13.0,0.04,200.0,14.0,,,41.0,0.16,,346.2,,0.95,,2023,cgwb_2019.pdf,reported,True,derived,42.01,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
26,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Porlobjig-15|12.496|92.781,Andaman & Nicobar Islands,North & Middle Andaman,,Porlobjig-15,12.496,92.7813,2023,8.21,290.0,0.0,134.0,18.0,12.0,3.0,0.04,115.0,16.0,,,13.0,0.0,,185.6,,1.97,,2023,cgwb_2019.pdf,reported,True,derived,24.63,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
27,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Rangat|12.506|92.911,Andaman & Nicobar Islands,North & Middle Andaman,,Rangat,12.5057,92.9108,2023,8.02,558.0,0.0,268.0,28.0,14.0,9.0,0.06,225.0,24.0,,,30.0,0.46,,357.1,,0.48,,2023,cgwb_2019.pdf,reported,True,derived,43.49,Excellent,Low,Low,wqi_band,False,7,High,TDS,1,0
28,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Rest Camp|12.833|92.859,Andaman & Nicobar Islands,North & Middle Andaman,,Rest Camp,12.8328,92.8593,2023,7.95,441.0,0.0,171.0,35.0,32.0,8.0,0.0,170.0,34.0,,,21.0,0.42,,282.2,,0.26,,2023,cgwb_2019.pdf,reported,True,derived,39.04,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
29,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Shibpur|13.251|93.042,Andaman & Nicobar Islands,North & Middle Andaman,,Shibpur,13.2507,93.0421,2023,7.81,886.0,0.0,275.0,142.0,7.0,2.0,0.1,215.0,28.0,,,107.0,0.0,,567.0,,0.22,,2023,cgwb_2019.pdf,reported,True,derived,40.42,Excellent,Low,Low,wqi_band,False,7,High,TDS,2,0
30,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Sitanagar|13.226|92.936,Andaman & Nicobar Islands,North & Middle Andaman,,Sitanagar,13.2261,92.9359,2023,8.2,301.0,0.0,92.0,43.0,16.0,2.0,0.08,100.0,16.0,,,21.0,0.0,,192.6,,0.31,,2023,cgwb_2019.pdf,reported,True,derived,25.18,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
32,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Srinagar|13.140|92.869,Andaman & Nicobar Islands,North & Middle Andaman,,Srinagar,13.1399,92.8688,2023,8.1,513.0,0.0,214.0,74.0,0.0,2.0,0.04,145.0,22.0,,,50.0,0.0,,328.3,,0.53,,2023,cgwb_2019.pdf,reported,True,derived,30.07,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
33,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Subhasgram|13.243|92.966,Andaman & Nicobar Islands,North & Middle Andaman,,Subhasgram,13.2432,92.9662,2023,7.96,1023.0,0.0,354.0,163.0,0.0,42.0,0.1,205.0,28.0,,,138.0,0.0,,654.7,,0.22,,2023,cgwb_2019.pdf,reported,True,derived,61.0,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
34,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Swadeshnagar|12.651|92.892,Andaman & Nicobar Islands,North & Middle Andaman,,Swadeshnagar,12.6508,92.8924,2023,8.23,385.0,0.0,177.0,28.0,20.0,1.0,0.03,170.0,20.0,,,13.0,0.1,,246.4,,0.0,,2023,cgwb_2019.pdf,reported,True,derived,30.73,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
35,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Tikadera|12.523|92.814,Andaman & Nicobar Islands,North & Middle Andaman,,Tikadera,12.5228,92.814,2023,8.16,271.0,0.0,49.0,32.0,39.0,2.0,0.06,40.0,10.0,,,40.0,0.0,,173.4,,0.22,,2023,cgwb_2019.pdf,reported,True,derived,23.21,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
36,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Tugapur No. |12.820|92.822,Andaman & Nicobar Islands,North & Middle Andaman,,Tugapur No. 8,12.8196,92.8224,2023,7.96,358.0,0.0,171.0,21.0,17.0,2.0,0.06,170.0,44.0,,,8.0,0.04,,229.1,,1.49,,2023,cgwb_2019.pdf,reported,True,derived,26.32,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
37,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Uttara|12.328|92.790,Andaman & Nicobar Islands,North & Middle Andaman,,Uttara,12.328,92.7901,2023,8.18,405.0,0.0,183.0,18.0,29.0,1.0,0.06,155.0,24.0,,,17.0,0.07,,259.2,,0.0,,2023,cgwb_2019.pdf,reported,True,derived,29.73,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
38,SYN|Andaman & Nicobar Islands|North & Middle Andaman|Webi (Debipu|12.867|92.872,Andaman & Nicobar Islands,North & Middle Andaman,,Webi (Debipur),12.8669,92.872,2023,8.11,190.0,0.0,37.0,18.0,12.0,25.0,0.0,35.0,8.0,,,9.0,0.03,,121.6,,0.09,,2023,cgwb_2019.pdf,reported,True,derived,28.39,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
1377A&N,W113947092444601,Andaman & Nicobar Islands,Ross Island,,Ross Island,11.675,92.7617,2019,7.59,523.0,0.0,311.0,46.0,39.0,1.0,,195.0,34.0,27.0,57.0,2.9,0.07,,335.0,,,,2019,cgwb_2019.pdf,reported,False,measured,29.62,Excellent,Low,Low,wqi_band,False,7,High,TDS,0,0
39,W113947092444601,Andaman & Nicobar Islands,Ross Island,PORT BLAIR,Ross Island,11.675,92.76167,2021,7.53,466.0,0.0,183.0,53.0,19.0,0.0,,210.0,48.0,22.0,12.0,2.0,0.37,,290.0,0.6,,,2021,cgwb_2019.pdf,reported,False,measured,32.22,Excellent,Low,Low,wqi_band,False,7,High,TDS,1,0
9671A&N,SYN|Andaman & Nicobar Islands|South Andaman|Nayashahar|11.579|92.676,Andaman & Nicobar Islands,South Andaman,,Nayashahar,11.5789,92.6764,2019,8.04,211.0,0.0,110.0,35.0,207.0,2.0,,225.0,36.0,33.0,45.0,1.0,0.05,,135.0,,,,2019,cgwb_2019.pdf,reported,True,measured,41.24,Excellent,Low,Low,wqi_band,False,7,High,SO4,2,0
9672A&N,SYN|Andaman & Nicobar Islands|South Andaman|Manglutan|11.572|92.660,Andaman & Nicobar Islands,South Andaman,,Manglutan,11.5717,92.6603,2019,7.75,274.0,0.0,128.0,35.0,36.0,1.0,,100.0,30.0,6.0,26.0,2.1,0.06,,176.0,,,,2019,cgwb_2019.pdf,reported,True,measured,22.07,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
9673A&N,SYN|Andaman & Nicobar Islands|South Andaman|Wandur – 2|11.598|92.623,Andaman & Nicobar Islands,South Andaman,,Wandur – 2,11.5978,92.6231,2019,7.4,1740.0,0.0,360.0,312.0,34.0,6.0,,350.0,98.0,25.0,175.0,6.6,0.13,,1114.0,,,,2019,cgwb_2019.pdf,reported,True,measured,71.18,Good,Low,Low,wqi_band,False,7,High,TDS,3,0
9675A&N,SYN|Andaman & Nicobar Islands|South Andaman|Haddo – 2|11.679|92.728,Andaman & Nicobar Islands,South Andaman,,Haddo – 2,11.6794,92.7278,2019,7.67,632.0,0.0,317.0,43.0,54.0,7.0,,285.0,74.0,24.0,41.0,7.3,0.09,,404.0,,,,2019,cgwb_2019.pdf,reported,True,measured,39.6,Excellent,Low,Low,wqi_band,False,7,High,TDS,1,0
9661A&N,SYN|Andaman & Nicobar Islands|South Andaman|Port Blair (|11.671|92.735,Andaman & Nicobar Islands,South Andaman,,Port Blair ( Dobhi Well),11.6708,92.735,2019,7.13,1865.0,0.0,427.0,85.0,93.0,2.0,,150.0,12.0,29.0,146.0,1.0,0.71,,1194.0,,,,2019,cgwb_2019.pdf,reported,True,measured,66.86,Good,Low,Low,wqi_band,False,7,High,TDS,1,0
9662A&N,SYN|Andaman & Nicobar Islands|South Andaman|Teylarabad|11.607|92.701,Andaman & Nicobar Islands,South Andaman,,Teylarabad,11.6069,92.7011,2019,7.58,521.0,0.0,366.0,124.0,131.0,7.0,,210.0,56.0,17.0,157.0,3.2,0.07,,333.0,,,,2019,cgwb_2019.pdf,reported,True,measured,42.76,Excellent,Low,Low,wqi_band,False,7,High,TDS,1,0
9664A&N,SYN|Andaman & Nicobar Islands|South Andaman|Chouldari 1|11.631|92.667,Andaman & Nicobar Islands,South Andaman,,Chouldari 1,11.6311,92.6667,2019,7.6,740.0,0.0,500.0,82.0,0.0,9.0,,410.0,14.0,91.0,13.0,0.3,0.46,,474.0,,,,2019,cgwb_2019.pdf,reported,True,measured,51.02,Good,Low,Low,wqi_band,False,7,High,TH,1,0
9665A&N,SYN|Andaman & Nicobar Islands|South Andaman|Mannarghat|11.767|92.706,Andaman & Nicobar Islands,South Andaman,,Mannarghat,11.7672,92.7058,2019,7.46,786.0,0.0,250.0,39.0,22.0,1.0,,225.0,36.0,33.0,56.0,8.7,0.05,,503.0,,,,2019,cgwb_2019.pdf,reported,True,measured,32.48,Excellent,Low,Low,wqi_band,False,7,High,TDS,2,0
9666A&N,SYN|Andaman & Nicobar Islands|South Andaman|Wrightmyo|11.781|92.709,Andaman & Nicobar Islands,South Andaman,,Wrightmyo,11.7811,92.7094,2019,7.91,84.0,0.0,61.0,57.0,0.0,2.0,,75.0,20.0,6.0,42.0,0.5,0.04,,54.0,,,,2019,cgwb_2019.pdf,reported,True,measured,17.46,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
9667A&N,SYN|Andaman & Nicobar Islands|South Andaman|Shoal Bay – |11.813|92.717,Andaman & Nicobar Islands,South Andaman,,Shoal Bay – 8 No,11.8133,92.7172,2019,7.56,166.0,0.0,79.0,21.0,32.0,4.0,,100.0,20.0,12.0,9.0,1.7,0.04,,106.0,,,,2019,cgwb_2019.pdf,reported,True,measured,18.07,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
9668A&N,SYN|Andaman & Nicobar Islands|South Andaman|Shoal Bay– 1|11.866|92.736,Andaman & Nicobar Islands,South Andaman,,Shoal Bay– 15 No,11.8661,92.7358,2019,7.47,269.0,0.0,153.0,46.0,83.0,0.0,,125.0,12.0,23.0,46.0,4.8,0.1,,172.0,,,,2019,cgwb_2019.pdf,reported,True,measured,24.41,Excellent,Low,Low,wqi_band,False,7,High,SO4,0,0
9669A&N,SYN|Andaman & Nicobar Islands|South Andaman|Hope Town (M|11.698|92.727,Andaman & Nicobar Islands,South Andaman,,Hope Town (Maremon Temple),11.6981,92.7269,2019,7.93,911.0,0.0,305.0,67.0,51.0,4.0,,335.0,66.0,41.0,59.0,5.8,0.09,,583.0,,,,2019,cgwb_2019.pdf,reported,True,measured,48.93,Excellent,Low,Low,wqi_band,False,7,High,TDS,2,0
9644A&N,SYN|Andaman & Nicobar Islands|South Andaman|Portblair|11.670|92.744,Andaman & Nicobar Islands,South Andaman,,Portblair,11.6703,92.7436,2019,7.22,635.0,0.0,207.0,96.0,137.0,29.0,,210.0,76.0,5.0,87.0,8.2,0.52,,406.0,,,,2019,cgwb_2019.pdf,reported,True,measured,57.96,Good,Low,Low,wqi_band,False,7,High,TDS,1,0
9645A&N,SYN|Andaman & Nicobar Islands|South Andaman|Corbyn's Cov|11.644|92.746,Andaman & Nicobar Islands,South Andaman,,Corbyn's Cove (port Blair),11.6444,92.7458,2019,7.32,1166.0,0.0,403.0,149.0,207.0,2.0,,390.0,118.0,23.0,92.0,1.8,0.44,,746.0,,,,2019,cgwb_2019.pdf,reported,True,measured,70.64,Good,Low,Low,wqi_band,False,7,High,TDS,3,0
9647A&N,SYN|Andaman & Nicobar Islands|South Andaman|Saidpur(port|11.656|92.743,Andaman & Nicobar Islands,South Andaman,,Saidpur(port Blair),11.6564,92.7433,2019,7.24,498.0,0.0,214.0,46.0,80.0,25.0,,125.0,26.0,15.0,81.0,1.6,0.59,,318.0,,,,2019,cgwb_2019.pdf,reported,True,measured,45.61,Excellent,Low,Low,wqi_band,False,7,High,F,0,0
9648A&N,SYN|Andaman & Nicobar Islands|South Andaman|Brookshabad |11.638|92.740,Andaman & Nicobar Islands,South Andaman,,Brookshabad ( Port Blair),11.6381,92.7403,2019,7.85,649.0,0.0,384.0,71.0,40.0,1.0,,335.0,58.0,46.0,23.0,0.3,0.46,,415.0,,,,2019,cgwb_2019.pdf,reported,True,measured,48.15,Excellent,Low,Low,wqi_band,False,7,High,TH,1,0
9649A&N,SYN|Andaman & Nicobar Islands|South Andaman|Chidiyatapu|11.503|92.701,Andaman & Nicobar Islands,South Andaman,,Chidiyatapu,11.5028,92.7014,2019,7.57,651.0,0.0,390.0,39.0,17.0,0.0,,320.0,32.0,58.0,34.0,0.4,0.44,,417.0,,,,2019,cgwb_2019.pdf,reported,True,measured,40.98,Excellent,Low,Low,wqi_band,False,7,High,TDS,1,0
